,DATE,DailyAverageDryBulbTemperature,DailyAverageSeaLevelPressure,DailyAverageStationPressure
9717,2013-10-18 21:53:00,,,
9718,2013-10-18 22:53:00,,,
9719,2013-10-18 23:53:00,,,
9720,2013-10-18 23:59:00,61.0,,29.63
9721,2013-10-19 00:53:00,,,
9722,2013-10-19 01:53:00,,,
9723,2013-10-19 02:53:00,,,
9724,2013-10-19 03:53:00,,,
9725,2013-10-19 04:53:00,,,
9726,2013-10-19 05:53:00,,,
9727,2013-10-19 06:53:00,,,
9728,2013-10-19 07:53:00,,,
9729,2013-10-19 08:31:00,,,
9730,2013-10-19 08:53:00,,,
9731,2013-10-19 09:02:00,,,
9732,2013-10-19 09:09:00,,,
9733,2013-10-19 09:53:00,,,
9734,2013-10-19 10:41:00,,,
9735,2013-10-19 10:51:00,,,
9736,2013-10-19 10:53:00,,,
9737,2013-10-19 11:11:00,,,
9738,2013-10-19 11:25:00,,,
9739,2013-10-19 11:53:00,,,
9740,2013-10-19 12:53:00,,,
9741,2013-10-19 13:53:00,,,
9742,2013-10-19 14:53:00,,,
9743,2013-10-19 15:53:00,,,
9744,2013-10-19 16:53:00,,,
9745,2013-10-19 17:53:00,,,
9746,2013-10-19 18:53:00,,,
9747,2013-10-19 19:53:00,,,
9748,2013-10-19 20:53:00,,,
9749,2013-10-19 21:53:00,,,
9750,2013-10-19 22:53:00,,,
9751,2013-10-19 23:53:00,,,
9752,2013-10-19 23:59:00,62.0,,29.65
9753,2013-10-20 00:53:00,,,
9754,2013-10-20 01:53:00,,,
9755,2013-10-20 02:53:00,,,
9756,2013-10-20 03:53:00,,,
9757,2013-10-20 04:53:00,,,
9758,2013-10-20 05:53:00,,,
9759,2013-10-20 06:53:00,,,
9760,2013-10-20 07:53:00,,,
9761,2013-10-20 08:53:00,,,
9762,2013-10-20 09:53:00,,,
9763,2013-10-20 10:53:00,,,
9764,2013-10-20 11:53:00,,,
9765,2013-10-20 12:53:00,,,
9766,2013-10-20 13:53:00,,,
9767,2013-10-20 14:53:00,,,
9768,2013-10-20 15:53:00,,,
9769,2013-10-20 16:53:00,,,
9770,2013-10-20 17:53:00,,,
9771,2013-10-20 18:53:00,,,
9772,2013-10-20 19:53:00,,,
9773,2013-10-20 20:53:00,,,
9774,2013-10-20 21:53:00,,,
9775,2013-10-20 22:53:00,,,
9776,2013-10-20 23:53:00,,,
9777,2013-10-20 23:59:00,58.0,,29.68
9778,2013-10-21 00:53:00,,,
9779,2013-10-21 01:53:00,,,
9780,2013-10-21 02:53:00,,,
9781,2013-10-21 03:53:00,,,
9782,2013-10-21 04:53:00,,,
9783,2013-10-21 05:53:00,,,
9784,2013-10-21 06:53:00,,,
9785,2013-10-21 07:53:00,,,
9786,2013-10-21 08:53:00,,,
9787,2013-10-21 09:53:00,,,
9788,2013-10-21 10:53:00,,,
9789,2013-10-21 11:53:00,,,
9790,2013-10-21 12:53:00,,,
9791,2013-10-21 13:53:00,,,
9792,2013-10-21 14:53:00,,,
9793,2013-10-21 15:53:00,,,
9794,2013-10-21 16:53:00,,,
9795,2013-10-21 17:53:00,,,
9796,2013-10-21 18:53:00,,,
9797,2013-10-21 19:53:00,,,
9798,2013-10-21 20:53:00,,,
9799,2013-10-21 21:53:00,,,
9800,2013-10-21 22:53:00,,,
9801,2013-10-21 23:53:00,,,
9802,2013-10-21 23:59:00,60.0,,29.66
9803,2013-10-22 00:53:00,,,
9804,2013-10-22 01:53:00,,,
9805,2013-10-22 02:53:00,,,
9806,2013-10-22 03:53:00,,,
9807,2013-10-22 04:53:00,,,
9808,2013-10-22 05:27:00,,,
9809,2013-10-22 05:36:00,,,
9810,2013-10-22 05:44:00,,,
9811,2013-10-22 05:51:00,,,
9812,2013-10-22 05:53:00,,,
9813,2013-10-22 05:57:00,,,
9814,2013-10-22 06:09:00,,,
9815,2013-10-22 06:38:00,,,
9816,2013-10-22 06:47:00,,,
9817,2013-10-22 06:53:00,,,
9818,2013-10-22 07:50:00,,,
9819,2013-10-22 07:53:00,,,
9820,2013-10-22 08:01:00,,,
9821,2013-10-22 08:17:00,,,
9822,2013-10-22 08:43:00,,,
9823,2013-10-22 08:53:00,,,
9824,2013-10-22 09:53:00,,,
9825,2013-10-22 10:53:00,,,
9826,2013-10-22 11:53:00,,,
9827,2013-10-22 12:53:00,,,
9828,2013-10-22 13:53:00,,,
9829,2013-10-22 14:53:00,,,
9830,2013-10-22 15:53:00,,,
9831,2013-10-22 16:53:00,,,
9832,2013-10-22 17:53:00,,,
9833,2013-10-22 18:53:00,,,
9834,2013-10-22 19:53:00,,,
9835,2013-10-22 20:53:00,,,
9836,2013-10-22 21:53:00,,,
9837,2013-10-22 22:53:00,,,
9838,2013-10-22 23:53:00,,,
9839,2013-10-22 23:59:00,63.0,,29.64
9840,2013-10-23 00:53:00,,,
9841,2013-10-23 01:53:00,,,
9842,2013-10-23 02:53:00,,,
9843,2013-10-23 03:53:00,,,
9844,2013-10-23 04:53:00,,,
9845,2013-10-23 05:53:00,,,
9846,2013-10-23 06:53:00,,,
9847,2013-10-23 07:53:00,,,
9848,2013-10-23 08:53:00,,,
9849,2013-10-23 09:53:00,,,
9850,2013-10-23 10:53:00,,,
9851,2013-10-23 11:53:00,,,
9852,2013-10-23 12:53:00,,,
9853,2013-10-23 13:53:00,,,
9854,2013-10-23 14:53:00,,,
9855,2013-10-23 15:53:00,,,
9856,2013-10-23 16:53:00,,,
9857,2013-10-23 17:53:00,,,
9858,2013-10-23 18:53:00,,,
9859,2013-10-23 19:53:00,,,
9860,2013-10-23 20:53:00,,,
9861,2013-10-23 21:53:00,,,
9862,2013-10-23 22:53:00,,,
9863,2013-10-23 23:53:00,,,
9864,2013-10-23 23:59:00,59.0,,29.74
9865,2013-10-24 00:53:00,,,
9866,2013-10-24 01:53:00,,,
9867,2013-10-24 02:53:00,,,
9868,2013-10-24 03:53:00,,,
9869,2013-10-24 04:53:00,,,
9870,2013-10-24 05:53:00,,,
9871,2013-10-24 06:53:00,,,
9872,2013-10-24 07:53:00,,,
9873,2013-10-24 08:53:00,,,
9874,2013-10-24 09:53:00,,,
9875,2013-10-24 10:53:00,,,
9876,2013-10-24 11:53:00,,,
9877,2013-10-24 12:53:00,,,
9878,2013-10-24 13:53:00,,,
9879,2013-10-24 14:53:00,,,
9880,2013-10-24 15:53:00,,,
9881,2013-10-24 16:53:00,,,
9882,2013-10-24 17:53:00,,,
9883,2013-10-24 18:53:00,,,
9884,2013-10-24 19:53:00,,,
9885,2013-10-24 20:53:00,,,
9886,2013-10-24 21:53:00,,,
9887,2013-10-24 22:53:00,,,
9888,2013-10-24 23:53:00,,,
9889,2013-10-24 23:59:00,61.0,,29.84
9890,2013-10-25 00:53:00,,,
9891,2013-10-25 01:53:00,,,
9892,2013-10-25 02:53:00,,,
9893,2013-10-25 03:53:00,,,
9894,2013-10-25 04:53:00,,,
9895,2013-10-25 05:53:00,,,
9896,2013-10-25 06:53:00,,,
9897,2013-10-25 07:53:00,,,
9898,2013-10-25 08:53:00,,,
9899,2013-10-25 09:53:00,,,
9900,2013-10-25 10:53:00,,,
9901,2013-10-25 11:53:00,,,
9902,2013-10-25 12:53:00,,,
9903,2013-10-25 13:53:00,,,
9904,2013-10-25 14:53:00,,,
9905,2013-10-25 15:53:00,,,
9906,2013-10-25 16:53:00,,,
9907,2013-10-25 17:53:00,,,
9908,2013-10-25 18:53:00,,,
9909,2013-10-25 19:53:00,,,
9910,2013-10-25 20:53:00,,,
9911,2013-10-25 21:53:00,,,
9912,2013-10-25 22:53:00,,,
9913,2013-10-25 23:53:00,,,
9914,2013-10-25 23:59:00,55.0,,30.0
9915,2013-10-26 00:53:00,,,
9916,2013-10-26 01:53:00,,,
9917,2013-10-26 02:53:00,,,
9918,2013-10-26 03:53:00,,,
9919,2013-10-26 04:53:00,,,
9920,2013-10-26 05:53:00,,,
9921,2013-10-26 06:53:00,,,
9922,2013-10-26 07:53:00,,,
9923,2013-10-26 08:53:00,,,
9924,2013-10-26 09:53:00,,,
9925,2013-10-26 10:53:00,,,
9926,2013-10-26 11:53:00,,,
9927,2013-10-26 12:53:00,,,
9928,2013-10-26 13:53:00,,,
9929,2013-10-26 14:53:00,,,
9930,2013-10-26 15:53:00,,,
9931,2013-10-26 16:53:00,,,
9932,2013-10-26 17:53:00,,,
9933,2013-10-26 18:53:00,,,
9934,2013-10-26 19:53:00,,,
9935,2013-10-26 20:53:00,,,
9936,2013-10-26 21:53:00,,,
9937,2013-10-26 22:53:00,,,
9938,2013-10-26 23:53:00,,,
9939,2013-10-26 23:59:00,57.0,,29.85
9940,2013-10-27 00:53:00,,,
9941,2013-10-27 01:53:00,,,
9942,2013-10-27 02:53:00,,,
9943,2013-10-27 03:53:00,,,
9944,2013-10-27 04:53:00,,,
9945,2013-10-27 05:53:00,,,
9946,2013-10-27 06:53:00,,,
9947,2013-10-27 07:53:00,,,
9948,2013-10-27 08:53:00,,,
9949,2013-10-27 09:53:00,,,
9950,2013-10-27 10:53:00,,,
9951,2013-10-27 11:53:00,,,
9952,2013-10-27 12:53:00,,,
9953,2013-10-27 13:53:00,,,
9954,2013-10-27 14:53:00,,,
9955,2013-10-27 15:53:00,,,
9956,2013-10-27 16:53:00,,,
9957,2013-10-27 17:53:00,,,
9958,2013-10-27 18:53:00,,,
9959,2013-10-27 19:39:00,,,
9960,2013-10-27 19:53:00,,,
9961,2013-10-27 20:53:00,,,
9962,2013-10-27 21:03:00,,,
9963,2013-10-27 21:12:00,,,
9964,2013-10-27 21:53:00,,,
9965,2013-10-27 22:53:00,,,
9966,2013-10-27 23:37:00,,,
9967,2013-10-27 23:47:00,,,
9968,2013-10-27 23:53:00,,,
9969,2013-10-27 23:59:00,60.0,,29.72
9970,2013-10-28 00:02:00,,,
9971,2013-10-28 00:22:00,,,
9972,2013-10-28 00:53:00,,,
9973,2013-10-28 01:20:00,,,
9974,2013-10-28 01:44:00,,,
9975,2013-10-28 01:51:00,,,
9976,2013-10-28 01:53:00,,,
9977,2013-10-28 02:04:00,,,
9978,2013-10-28 02:19:00,,,
9979,2013-10-28 02:25:00,,,
9980,2013-10-28 02:53:00,,,
9981,2013-10-28 03:39:00,,,
9982,2013-10-28 03:51:00,,,
9983,2013-10-28 03:53:00,,,
9984,2013-10-28 04:07:00,,,
9985,2013-10-28 04:10:00,,,
9986,2013-10-28 04:49:00,,,
9987,2013-10-28 04:53:00,,,
9988,2013-10-28 05:53:00,,,
9989,2013-10-28 06:18:00,,,
9990,2013-10-28 06:25:00,,,
9991,2013-10-28 06:41:00,,,
9992,2013-10-28 06:49:00,,,
9993,2013-10-28 06:53:00,,,
9994,2013-10-28 07:50:00,,,
9995,2013-10-28 07:53:00,,,
9996,2013-10-28 08:53:00,,,
9997,2013-10-28 09:48:00,,,
9998,2013-10-28 09:53:00,,,
9999,2013-10-28 10:53:00,,,
10000,2013-10-28 11:53:00,,,
10001,2013-10-28 12:16:00,,,
10002,2013-10-28 12:53:00,,,
10003,2013-10-28 13:53:00,,,
10004,2013-10-28 14:53:00,,,
10005,2013-10-28 15:53:00,,,
10006,2013-10-28 16:11:00,,,
10007,2013-10-28 16:38:00,,,
10008,2013-10-28 16:53:00,,,
10009,2013-10-28 17:53:00,,,
10010,2013-10-28 18:53:00,,,
10011,2013-10-28 19:13:00,,,
10012,2013-10-28 19:25:00,,,
10013,2013-10-28 19:53:00,,,
10014,2013-10-28 19:58:00,,,
10015,2013-10-28 20:09:00,,,
10016,2013-10-28 20:12:00,,,
10017,2013-10-28 20:53:00,,,
10018,2013-10-28 21:53:00,,,
10019,2013-10-28 22:28:00,,,
10020,2013-10-28 22:53:00,,,
10021,2013-10-28 23:53:00,,,
10022,2013-10-28 23:59:00,68.0,,29.79
10023,2013-10-29 00:53:00,,,
10024,2013-10-29 01:53:00,,,
10025,2013-10-29 02:53:00,,,
10026,2013-10-29 03:53:00,,,
10027,2013-10-29 04:53:00,,,
10028,2013-10-29 05:40:00,,,
10029,2013-10-29 05:48:00,,,
10030,2013-10-29 05:53:00,,,
10031,2013-10-29 06:11:00,,,
10032,2013-10-29 06:37:00,,,
10033,2013-10-29 06:53:00,,,
10034,2013-10-29 07:08:00,,,
10035,2013-10-29 07:36:00,,,
10036,2013-10-29 07:53:00,,,
10037,2013-10-29 08:53:00,,,
10038,2013-10-29 09:53:00,,,
10039,2013-10-29 10:53:00,,,
10040,2013-10-29 11:53:00,,,
10041,2013-10-29 12:53:00,,,
10042,2013-10-29 13:53:00,,,
10043,2013-10-29 14:53:00,,,
10044,2013-10-29 15:53:00,,,
10045,2013-10-29 16:53:00,,,
10046,2013-10-29 17:53:00,,,
10047,2013-10-29 18:53:00,,,
10048,2013-10-29 19:53:00,,,
10049,2013-10-29 20:53:00,,,
10050,2013-10-29 21:53:00,,,
10051,2013-10-29 22:53:00,,,
10052,2013-10-29 23:53:00,,,
10053,2013-10-29 23:59:00,71.0,,29.83
10054,2013-10-30 00:53:00,,,
10055,2013-10-30 01:53:00,,,
10056,2013-10-30 02:53:00,,,
10057,2013-10-30 03:53:00,,,
10058,2013-10-30 04:53:00,,,
10059,2013-10-30 05:53:00,,,
10060,2013-10-30 06:32:00,,,
10061,2013-10-30 06:53:00,,,
10062,2013-10-30 07:00:00,,,
10063,2013-10-30 07:53:00,,,
10064,2013-10-30 08:53:00,,,
10065,2013-10-30 09:53:00,,,
10066,2013-10-30 10:53:00,,,
10067,2013-10-30 11:53:00,,,
10068,2013-10-30 12:53:00,,,
10069,2013-10-30 13:53:00,,,
10070,2013-10-30 14:53:00,,,
10071,2013-10-30 15:53:00,,,
10072,2013-10-30 16:53:00,,,
10073,2013-10-30 17:53:00,,,
10074,2013-10-30 18:53:00,,,
10075,2013-10-30 19:53:00,,,
10076,2013-10-30 20:53:00,,,
10077,2013-10-30 21:53:00,,,
10078,2013-10-30 22:53:00,,,
10079,2013-10-30 23:53:00,,,
10080,2013-10-30 23:59:00,71.0,,29.72
10081,2013-10-31 00:50:00,,,
10082,2013-10-31 00:53:00,,,
10083,2013-10-31 01:53:00,,,
10084,2013-10-31 02:53:00,,,
10085,2013-10-31 03:08:00,,,
10086,2013-10-31 03:53:00,,,
10087,2013-10-31 04:17:00,,,
10088,2013-10-31 04:53:00,,,
10089,2013-10-31 05:04:00,,,
10090,2013-10-31 05:12:00,,,
10091,2013-10-31 05:53:00,,,
10092,2013-10-31 06:53:00,,,
10093,2013-10-31 07:53:00,,,
10094,2013-10-31 08:33:00,,,
10095,2013-10-31 08:53:00,,,
10096,2013-10-31 09:51:00,,,
10097,2013-10-31 09:53:00,,,
10098,2013-10-31 10:01:00,,,
10099,2013-10-31 10:09:00,,,
10100,2013-10-31 10:53:00,,,
10101,2013-10-31 11:01:00,,,
10102,2013-10-31 11:19:00,,,
10103,2013-10-31 11:40:00,,,
10104,2013-10-31 11:53:00,,,
10105,2013-10-31 12:40:00,,,
10106,2013-10-31 12:51:00,,,
10107,2013-10-31 12:53:00,,,
10108,2013-10-31 13:30:00,,,
10109,2013-10-31 13:46:00,,,
10110,2013-10-31 13:53:00,,,
10111,2013-10-31 14:03:00,,,
10112,2013-10-31 14:13:00,,,
10113,2013-10-31 14:26:00,,,
10114,2013-10-31 14:37:00,,,
10115,2013-10-31 14:40:00,,,
10116,2013-10-31 14:50:00,,,
10117,2013-10-31 14:51:00,,,
10118,2013-10-31 15:03:00,,,
10119,2013-10-31 15:10:00,,,
10120,2013-10-31 15:30:00,,,
10121,2013-10-31 15:42:00,,,
10122,2013-10-31 15:53:00,,,
10123,2013-10-31 16:15:00,,,
10124,2013-10-31 16:32:00,,,
10125,2013-10-31 16:53:00,,,
10126,2013-10-31 17:41:00,,,
10127,2013-10-31 17:53:00,,,
10128,2013-10-31 18:23:00,,,
10129,2013-10-31 18:33:00,,,
10130,2013-10-31 18:53:00,,,
10131,2013-10-31 19:17:00,,,
10132,2013-10-31 19:53:00,,,
10133,2013-10-31 20:27:00,,,
10134,2013-10-31 20:53:00,,,
10135,2013-10-31 21:53:00,,,
10136,2013-10-31 22:53:00,,,
10137,2013-10-31 23:00:00,,,
10138,2013-10-31 23:53:00,,,
10139,2013-10-31 23:59:00,69.0,,29.47
10140,2013-10-31 23:59:00,,,
10141,2013-11-01 00:19:00,,,
10142,2013-11-01 00:53:00,,,
10143,2013-11-01 01:11:00,,,
10144,2013-11-01 01:53:00,,,
10145,2013-11-01 02:53:00,,,
10146,2013-11-01 03:53:00,,,
10147,2013-11-01 04:53:00,,,
10148,2013-11-01 05:53:00,,,
10149,2013-11-01 06:53:00,,,
10150,2013-11-01 07:03:00,,,
10151,2013-11-01 07:21:00,,,
10152,2013-11-01 07:53:00,,,
10153,2013-11-01 08:53:00,,,
10154,2013-11-01 09:53:00,,,
10155,2013-11-01 10:53:00,,,
10156,2013-11-01 11:53:00,,,
10157,2013-11-01 12:53:00,,,
10158,2013-11-01 13:53:00,,,
10159,2013-11-01 14:53:00,,,
10160,2013-11-01 15:53:00,,,
10161,2013-11-01 16:53:00,,,
10162,2013-11-01 17:53:00,,,
10163,2013-11-01 18:53:00,,,
10164,2013-11-01 19:53:00,,,
10165,2013-11-01 20:53:00,,,
10166,2013-11-01 21:53:00,,,
10167,2013-11-01 22:53:00,,,
10168,2013-11-01 23:53:00,,,
10169,2013-11-01 23:59:00,63.0,29.87,29.52
10170,2013-11-02 00:53:00,,,
10171,2013-11-02 01:53:00,,,
10172,2013-11-02 02:53:00,,,
10173,2013-11-02 03:53:00,,,
10174,2013-11-02 04:53:00,,,
10175,2013-11-02 05:53:00,,,
10176,2013-11-02 06:53:00,,,
10177,2013-11-02 07:53:00,,,
10178,2013-11-02 08:53:00,,,
10179,2013-11-02 09:53:00,,,
10180,2013-11-02 10:53:00,,,
10181,2013-11-02 11:53:00,,,
10182,2013-11-02 12:53:00,,,
10183,2013-11-02 13:53:00,,,
10184,2013-11-02 14:53:00,,,
10185,2013-11-02 15:53:00,,,
10186,2013-11-02 16:53:00,,,
10187,2013-11-02 17:53:00,,,
10188,2013-11-02 18:53:00,,,
10189,2013-11-02 19:53:00,,,
10190,2013-11-02 20:53:00,,,
10191,2013-11-02 21:53:00,,,
10192,2013-11-02 22:53:00,,,
10193,2013-11-02 23:53:00,,,
10194,2013-11-02 23:59:00,58.0,30.06,29.73
10195,2013-11-03 00:53:00,,,
10196,2013-11-03 01:53:00,,,
10197,2013-11-03 02:53:00,,,
10198,2013-11-03 03:53:00,,,
10199,2013-11-03 04:53:00,,,
10200,2013-11-03 05:53:00,,,
10201,2013-11-03 06:53:00,,,
10202,2013-11-03 07:53:00,,,
10203,2013-11-03 08:53:00,,,
10204,2013-11-03 09:53:00,,,
10205,2013-11-03 10:53:00,,,
10206,2013-11-03 11:53:00,,,
10207,2013-11-03 12:53:00,,,
10208,2013-11-03 13:53:00,,,
10209,2013-11-03 14:53:00,,,
10210,2013-11-03 15:53:00,,,
10211,2013-11-03 16:53:00,,,
10212,2013-11-03 17:53:00,,,
10213,2013-11-03 18:53:00,,,
10214,2013-11-03 19:53:00,,,
10215,2013-11-03 20:53:00,,,
10216,2013-11-03 21:53:00,,,
10217,2013-11-03 22:53:00,,,
10218,2013-11-03 23:53:00,,,
10219,2013-11-03 23:59:00,54.0,30.19,29.84
10220,2013-11-04 00:53:00,,,
10221,2013-11-04 01:53:00,,,
10222,2013-11-04 02:53:00,,,
10223,2013-11-04 03:53:00,,,
10224,2013-11-04 04:53:00,,,
10225,2013-11-04 05:53:00,,,
10226,2013-11-04 06:53:00,,,
10227,2013-11-04 07:53:00,,,
10228,2013-11-04 08:53:00,,,
10229,2013-11-04 09:53:00,,,
10230,2013-11-04 10:53:00,,,
10231,2013-11-04 11:53:00,,,
10232,2013-11-04 12:53:00,,,
10233,2013-11-04 13:53:00,,,
10234,2013-11-04 14:53:00,,,
10235,2013-11-04 15:53:00,,,
10236,2013-11-04 16:53:00,,,
10237,2013-11-04 17:53:00,,,
10238,2013-11-04 18:53:00,,,
10239,2013-11-04 19:53:00,,,
10240,2013-11-04 20:53:00,,,
10241,2013-11-04 21:53:00,,,
10242,2013-11-04 22:53:00,,,
10243,2013-11-04 23:53:00,,,
10244,2013-11-04 23:59:00,56.0,30.21,29.85
10245,2013-11-05 00:53:00,,,
10246,2013-11-05 01:53:00,,,
10247,2013-11-05 02:53:00,,,
10248,2013-11-05 03:53:00,,,
10249,2013-11-05 04:53:00,,,
10250,2013-11-05 05:53:00,,,
10251,2013-11-05 06:53:00,,,
10252,2013-11-05 07:53:00,,,
10253,2013-11-05 08:53:00,,,
10254,2013-11-05 09:53:00,,,
10255,2013-11-05 10:53:00,,,
10256,2013-11-05 11:53:00,,,
10257,2013-11-05 12:53:00,,,
10258,2013-11-05 13:53:00,,,
10259,2013-11-05 14:53:00,,,
10260,2013-11-05 15:53:00,,,
10261,2013-11-05 16:53:00,,,
10262,2013-11-05 17:53:00,,,
10263,2013-11-05 18:53:00,,,
10264,2013-11-05 19:53:00,,,
10265,2013-11-05 20:53:00,,,
10266,2013-11-05 21:53:00,,,
10267,2013-11-05 22:53:00,,,
10268,2013-11-05 23:53:00,,,
10269,2013-11-05 23:59:00,68.0,30.16,29.8
10270,2013-11-06 00:53:00,,,
10271,2013-11-06 01:53:00,,,
10272,2013-11-06 02:53:00,,,
10273,2013-11-06 03:53:00,,,
10274,2013-11-06 04:53:00,,,
10275,2013-11-06 05:53:00,,,
10276,2013-11-06 06:53:00,,,
10277,2013-11-06 07:53:00,,,
10278,2013-11-06 08:53:00,,,
10279,2013-11-06 09:53:00,,,
10280,2013-11-06 10:53:00,,,
10281,2013-11-06 11:53:00,,,
10282,2013-11-06 12:53:00,,,
10283,2013-11-06 13:53:00,,,
10284,2013-11-06 14:53:00,,,
10285,2013-11-06 15:53:00,,,
10286,2013-11-06 16:53:00,,,
10287,2013-11-06 17:53:00,,,
10288,2013-11-06 18:53:00,,,
10289,2013-11-06 19:53:00,,,
10290,2013-11-06 20:53:00,,,
10291,2013-11-06 21:53:00,,,
10292,2013-11-06 22:13:00,,,
10293,2013-11-06 22:38:00,,,
10294,2013-11-06 22:46:00,,,
10295,2013-11-06 22:51:00,,,
10296,2013-11-06 22:53:00,,,
10297,2013-11-06 23:04:00,,,
10298,2013-11-06 23:53:00,,,
10299,2013-11-06 23:59:00,67.0,30.1,29.75
10300,2013-11-07 00:53:00,,,
10301,2013-11-07 01:53:00,,,
10302,2013-11-07 02:53:00,,,
10303,2013-11-07 03:53:00,,,
10304,2013-11-07 04:53:00,,,
10305,2013-11-07 05:30:00,,,
10306,2013-11-07 05:53:00,,,
10307,2013-11-07 06:53:00,,,
10308,2013-11-07 07:53:00,,,
10309,2013-11-07 08:15:00,,,
10310,2013-11-07 08:53:00,,,
10311,2013-11-07 09:36:00,,,
10312,2013-11-07 09:53:00,,,
10313,2013-11-07 10:53:00,,,
10314,2013-11-07 11:53:00,,,
10315,2013-11-07 12:53:00,,,
10316,2013-11-07 13:53:00,,,
10317,2013-11-07 14:53:00,,,
10318,2013-11-07 15:53:00,,,
10319,2013-11-07 16:53:00,,,
10320,2013-11-07 17:53:00,,,
10321,2013-11-07 18:53:00,,,
10322,2013-11-07 19:53:00,,,
10323,2013-11-07 20:53:00,,,
10324,2013-11-07 21:53:00,,,
10325,2013-11-07 22:53:00,,,
10326,2013-11-07 23:53:00,,,
10327,2013-11-07 23:59:00,53.0,30.29,29.96
10328,2013-11-08 00:53:00,,,
10329,2013-11-08 01:53:00,,,
10330,2013-11-08 02:53:00,,,
10331,2013-11-08 03:53:00,,,
10332,2013-11-08 04:53:00,,,
10333,2013-11-08 05:53:00,,,
10334,2013-11-08 06:53:00,,,
10335,2013-11-08 07:53:00,,,
10336,2013-11-08 08:53:00,,,
10337,2013-11-08 09:53:00,,,
10338,2013-11-08 10:53:00,,,
10339,2013-11-08 11:53:00,,,
10340,2013-11-08 12:53:00,,,
10341,2013-11-08 13:53:00,,,
10342,2013-11-08 14:53:00,,,
10343,2013-11-08 15:53:00,,,
10344,2013-11-08 16:53:00,,,
10345,2013-11-08 17:53:00,,,
10346,2013-11-08 18:53:00,,,
10347,2013-11-08 19:53:00,,,
10348,2013-11-08 20:53:00,,,
10349,2013-11-08 21:53:00,,,
10350,2013-11-08 22:53:00,,,
10351,2013-11-08 23:53:00,,,
10352,2013-11-08 23:59:00,51.0,30.28,29.91
10353,2013-11-09 00:53:00,,,
10354,2013-11-09 01:53:00,,,
10355,2013-11-09 02:53:00,,,
10356,2013-11-09 03:53:00,,,
10357,2013-11-09 04:53:00,,,
10358,2013-11-09 05:53:00,,,
10359,2013-11-09 06:53:00,,,
10360,2013-11-09 07:53:00,,,
10361,2013-11-09 08:53:00,,,
10362,2013-11-09 09:53:00,,,
10363,2013-11-09 10:53:00,,,
10364,2013-11-09 11:53:00,,,
10365,2013-11-09 12:53:00,,,
10366,2013-11-09 13:53:00,,,
10367,2013-11-09 14:53:00,,,
10368,2013-11-09 15:53:00,,,
10369,2013-11-09 16:53:00,,,
10370,2013-11-09 17:53:00,,,
10371,2013-11-09 18:53:00,,,
10372,2013-11-09 19:53:00,,,
10373,2013-11-09 20:53:00,,,
10374,2013-11-09 21:53:00,,,
10375,2013-11-09 22:53:00,,,
10376,2013-11-09 23:53:00,,,
10377,2013-11-09 23:59:00,56.0,30.24,29.88
10378,2013-11-10 00:53:00,,,
10379,2013-11-10 01:53:00,,,
10380,2013-11-10 02:53:00,,,
10381,2013-11-10 03:53:00,,,
10382,2013-11-10 04:53:00,,,
10383,2013-11-10 05:53:00,,,
10384,2013-11-10 06:53:00,,,
10385,2013-11-10 07:53:00,,,
10386,2013-11-10 08:53:00,,,
10387,2013-11-10 09:53:00,,,
10388,2013-11-10 10:53:00,,,
10389,2013-11-10 11:53:00,,,
10390,2013-11-10 12:53:00,,,
10391,2013-11-10 13:53:00,,,
10392,2013-11-10 14:53:00,,,
10393,2013-11-10 15:53:00,,,
10394,2013-11-10 16:53:00,,,
10395,2013-11-10 17:53:00,,,
10396,2013-11-10 18:53:00,,,
10397,2013-11-10 19:53:00,,,
10398,2013-11-10 20:53:00,,,
10399,2013-11-10 21:53:00,,,
10400,2013-11-10 22:53:00,,,
10401,2013-11-10 23:53:00,,,
10402,2013-11-10 23:59:00,61.0,30.26,29.9
10403,2013-11-11 00:53:00,,,
10404,2013-11-11 01:53:00,,,
10405,2013-11-11 02:53:00,,,
10406,2013-11-11 03:53:00,,,
10407,2013-11-11 04:53:00,,,
10408,2013-11-11 05:53:00,,,
10409,2013-11-11 06:53:00,,,
10410,2013-11-11 07:53:00,,,
10411,2013-11-11 08:53:00,,,
10412,2013-11-11 09:53:00,,,
10413,2013-11-11 10:53:00,,,
10414,2013-11-11 11:53:00,,,
10415,2013-11-11 12:53:00,,,
10416,2013-11-11 13:53:00,,,
10417,2013-11-11 14:53:00,,,
10418,2013-11-11 15:53:00,,,
10419,2013-11-11 16:53:00,,,
10420,2013-11-11 17:53:00,,,
10421,2013-11-11 18:53:00,,,
10422,2013-11-11 19:53:00,,,
10423,2013-11-11 20:53:00,,,
10424,2013-11-11 21:53:00,,,
10425,2013-11-11 22:53:00,,,
10426,2013-11-11 23:53:00,,,
10427,2013-11-11 23:59:00,61.0,30.21,29.85
10428,2013-11-12 00:53:00,,,
10429,2013-11-12 01:53:00,,,
10430,2013-11-12 02:53:00,,,
10431,2013-11-12 03:53:00,,,
10432,2013-11-12 04:53:00,,,
10433,2013-11-12 05:53:00,,,
10434,2013-11-12 06:53:00,,,
10435,2013-11-12 07:53:00,,,
10436,2013-11-12 08:34:00,,,
10437,2013-11-12 08:51:00,,,
10438,2013-11-12 08:53:00,,,
10439,2013-11-12 09:42:00,,,
10440,2013-11-12 09:53:00,,,
